k,accuracy,execTime
1,0.8313939393939392,14.620053339004517
2,0.8334141414141414,14.84540114402771
3,0.8554545454545455,14.54881510734558
5,0.8695757575757576,14.51742343902588
7,0.8774747474747475,14.529993963241576
9,0.8755555555555556,14.539911317825318
11,0.8874949494949496,14.545258140563964
13,0.8815555555555555,14.595552206039429
15,0.8694747474747475,14.762775754928589
