k,accuracy,execTime
1,0.9016161616161616,1749.8988993167877
2,0.9056565656565658,1785.5619917869567
3,0.8934949494949495,53.92585830688476
5,0.9155959595959597,53.8307822227478
7,0.9195959595959595,926.369498205185
9,0.9116363636363637,354.18547887802123
11,0.9155757575757576,72.87539505958557
13,0.9075353535353535,79.96772327423096
15,0.9055959595959596,87.06728801727294
